qdrant-1        | 2026-07-14T01:56:11.074810Z  INFO actix_web::middleware::logger: 172.18.0.7 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001633
qdrant-1        | 2026-07-14T03:59:23.296629Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001731
qdrant-1        | 2026-07-14T03:59:23.319318Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001742
qdrant-1        | 2026-07-14T03:59:23.342304Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001824
qdrant-1        | 2026-07-14T03:59:23.366666Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.003144
qdrant-1        | 2026-07-14T03:59:23.390024Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001750
qdrant-1        | 2026-07-14T03:59:23.412387Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001720
qdrant-1        | 2026-07-14T03:59:23.435226Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001769
qdrant-1        | 2026-07-14T03:59:23.458188Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001803
qdrant-1        | 2026-07-14T03:59:23.481205Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001632
qdrant-1        | 2026-07-14T03:59:23.504244Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001734
qdrant-1        | 2026-07-14T03:59:23.527249Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001698
qdrant-1        | 2026-07-14T03:59:23.549487Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001680
qdrant-1        | 2026-07-14T03:59:23.572220Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001653
qdrant-1        | 2026-07-14T03:59:23.595646Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001736
qdrant-1        | 2026-07-14T03:59:23.617647Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001717
qdrant-1        | 2026-07-14T03:59:23.640235Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001799
qdrant-1        | 2026-07-14T03:59:23.662697Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001759
qdrant-1        | 2026-07-14T03:59:23.685368Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001721
qdrant-1        | 2026-07-14T03:59:23.707776Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001703
qdrant-1        | 2026-07-14T03:59:23.730636Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.002012
qdrant-1        | 2026-07-14T03:59:23.754330Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.002004
qdrant-1        | 2026-07-14T03:59:23.778851Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001998
qdrant-1        | 2026-07-14T03:59:23.809308Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001787
qdrant-1        | 2026-07-14T03:59:23.840000Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001842
qdrant-1        | 2026-07-14T03:59:23.868273Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001805
qdrant-1        | 2026-07-14T03:59:23.891312Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001707
qdrant-1        | 2026-07-14T03:59:23.914214Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001665
qdrant-1        | 2026-07-14T03:59:23.936969Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001657
qdrant-1        | 2026-07-14T03:59:23.960136Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001713
qdrant-1        | 2026-07-14T03:59:23.982863Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001698
qdrant-1        | 2026-07-14T03:59:24.005221Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001589
qdrant-1        | 2026-07-14T03:59:24.028171Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001678
qdrant-1        | 2026-07-14T03:59:24.050742Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001814
qdrant-1        | 2026-07-14T03:59:24.073143Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001697
qdrant-1        | 2026-07-14T03:59:24.095782Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001692
qdrant-1        | 2026-07-14T03:59:24.119858Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.002991
qdrant-1        | 2026-07-14T03:59:24.142178Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001690
qdrant-1        | 2026-07-14T03:59:24.164858Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001576
qdrant-1        | 2026-07-14T03:59:24.187841Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001705
qdrant-1        | 2026-07-14T03:59:24.211381Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001746
qdrant-1        | 2026-07-14T03:59:24.234685Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001745
qdrant-1        | 2026-07-14T03:59:24.258417Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001720
qdrant-1        | 2026-07-14T03:59:24.282226Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001735
qdrant-1        | 2026-07-14T03:59:24.305658Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001792
qdrant-1        | 2026-07-14T03:59:24.329404Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001653
qdrant-1        | 2026-07-14T03:59:24.352161Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001708
qdrant-1        | 2026-07-14T03:59:24.375117Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001670
qdrant-1        | 2026-07-14T03:59:24.397423Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001657
qdrant-1        | 2026-07-14T03:59:24.419854Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001659
qdrant-1        | 2026-07-14T03:59:24.442171Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001654
qdrant-1        | 2026-07-14T03:59:24.464575Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001650
qdrant-1        | 2026-07-14T03:59:24.487028Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001649
qdrant-1        | 2026-07-14T03:59:24.509359Z  INFO actix_web::middleware::logger: 172.18.0.6 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001566
qdrant-1        | 2026-07-14T04:02:19.003118Z  INFO actix_web::middleware::logger: 172.18.0.8 "GET /collections/transcripts HTTP/1.1" 200 443 "-" "python-httpx/0.28.1" 0.000486   
qdrant-1        | 2026-07-14T04:02:19.008320Z  INFO actix_web::middleware::logger: 172.18.0.8 "GET /collections/scenes HTTP/1.1" 200 444 "-" "python-httpx/0.28.1" 0.000110
qdrant-1        | 2026-07-14T04:03:19.662991Z  INFO actix_web::middleware::logger: 172.18.0.8 "GET /collections/transcripts HTTP/1.1" 200 443 "-" "python-httpx/0.28.1" 0.000776   
qdrant-1        | 2026-07-14T04:03:19.671902Z  INFO actix_web::middleware::logger: 172.18.0.8 "GET /collections/scenes HTTP/1.1" 200 444 "-" "python-httpx/0.28.1" 0.000116
qdrant-1        | 2026-07-14T04:07:49.910595Z  INFO actix_web::middleware::logger: 172.18.0.10 "GET /collections/scenes HTTP/1.1" 200 444 "-" "python-httpx/0.28.1" 0.000302
qdrant-1        | 2026-07-14T04:07:49.918689Z  INFO actix_web::middleware::logger: 172.18.0.10 "POST /collections/scenes/points/delete?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.005493
qdrant-1        | 2026-07-14T04:07:50.105552Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.003669
qdrant-1        | 2026-07-14T04:07:50.141827Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001594
qdrant-1        | 2026-07-14T04:07:50.168071Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001799
qdrant-1        | 2026-07-14T04:07:50.193613Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001660
qdrant-1        | 2026-07-14T04:07:50.217673Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001640
qdrant-1        | 2026-07-14T04:07:50.242674Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001685
qdrant-1        | 2026-07-14T04:07:50.267757Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001727
qdrant-1        | 2026-07-14T04:07:50.292277Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001792
qdrant-1        | 2026-07-14T04:07:50.317051Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001672
qdrant-1        | 2026-07-14T04:07:50.341994Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001692
qdrant-1        | 2026-07-14T04:07:50.366596Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001775
qdrant-1        | 2026-07-14T04:07:50.393680Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001666
qdrant-1        | 2026-07-14T04:07:50.420073Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001733
qdrant-1        | 2026-07-14T04:07:50.444973Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001555
qdrant-1        | 2026-07-14T04:07:50.472454Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.003463
qdrant-1        | 2026-07-14T04:07:50.499691Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001703
qdrant-1        | 2026-07-14T04:07:50.524016Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001743
qdrant-1        | 2026-07-14T04:07:50.548381Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001882
qdrant-1        | 2026-07-14T04:07:50.573346Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001742
qdrant-1        | 2026-07-14T04:07:50.599113Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001729
qdrant-1        | 2026-07-14T04:07:50.623440Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001737
qdrant-1        | 2026-07-14T04:07:50.647487Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001716
qdrant-1        | 2026-07-14T04:07:50.674971Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001761
qdrant-1        | 2026-07-14T04:07:50.700467Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001751
qdrant-1        | 2026-07-14T04:07:50.728792Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001653
qdrant-1        | 2026-07-14T04:07:50.754234Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001751
qdrant-1        | 2026-07-14T04:07:50.779324Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001721
qdrant-1        | 2026-07-14T04:07:50.805105Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001736
qdrant-1        | 2026-07-14T04:07:50.831056Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001693
qdrant-1        | 2026-07-14T04:07:50.864073Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001588
qdrant-1        | 2026-07-14T04:07:50.888688Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001544
qdrant-1        | 2026-07-14T04:07:50.913158Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001514
qdrant-1        | 2026-07-14T04:07:50.937552Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001519
qdrant-1        | 2026-07-14T04:07:50.961907Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001537
qdrant-1        | 2026-07-14T04:07:50.985821Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001526
qdrant-1        | 2026-07-14T04:07:51.009807Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001534
qdrant-1        | 2026-07-14T04:07:51.035432Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001656
qdrant-1        | 2026-07-14T04:07:51.060180Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001734
qdrant-1        | 2026-07-14T04:07:51.084777Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001629
qdrant-1        | 2026-07-14T04:07:51.108891Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001749
qdrant-1        | 2026-07-14T04:07:51.133663Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001772
qdrant-1        | 2026-07-14T04:07:51.157559Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001617
qdrant-1        | 2026-07-14T04:07:51.182213Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001617
qdrant-1        | 2026-07-14T04:07:51.208351Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001622
qdrant-1        | 2026-07-14T04:07:51.234019Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001792
qdrant-1        | 2026-07-14T04:07:51.258707Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001602
qdrant-1        | 2026-07-14T04:07:51.284671Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.003171
qdrant-1        | 2026-07-14T04:07:51.309395Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001603
qdrant-1        | 2026-07-14T04:07:51.335067Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001709
qdrant-1        | 2026-07-14T04:07:51.359759Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001736
qdrant-1        | 2026-07-14T04:07:51.385232Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001715
qdrant-1        | 2026-07-14T04:07:51.409843Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001780
qdrant-1        | 2026-07-14T04:07:51.436400Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001734
qdrant-1        | 2026-07-14T04:07:51.465851Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001750
qdrant-1        | 2026-07-14T04:07:51.490890Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001632
qdrant-1        | 2026-07-14T04:07:51.516124Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001755
qdrant-1        | 2026-07-14T04:07:51.544142Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001724
qdrant-1        | 2026-07-14T04:07:51.568333Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001648
qdrant-1        | 2026-07-14T04:07:51.593709Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001574
qdrant-1        | 2026-07-14T04:07:51.622703Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001726
qdrant-1        | 2026-07-14T04:07:51.651782Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001704
qdrant-1        | 2026-07-14T04:07:51.676220Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001768
qdrant-1        | 2026-07-14T04:07:51.702059Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001698
qdrant-1        | 2026-07-14T04:07:51.728843Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001702
qdrant-1        | 2026-07-14T04:07:51.757353Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 92 "-" "python-httpx/0.28.1" 0.001792
qdrant-1        | 2026-07-14T04:07:51.782173Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001625
qdrant-1        | 2026-07-14T04:07:51.807146Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001638
qdrant-1        | 2026-07-14T04:07:51.832001Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001643
qdrant-1        | 2026-07-14T04:07:51.857608Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001754
qdrant-1        | 2026-07-14T04:07:51.882200Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 94 "-" "python-httpx/0.28.1" 0.001725
qdrant-1        | 2026-07-14T04:07:51.907071Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001678
qdrant-1        | 2026-07-14T04:07:51.931896Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001762
qdrant-1        | 2026-07-14T04:07:51.959176Z  INFO actix_web::middleware::logger: 172.18.0.10 "PUT /collections/scenes/points?wait=true HTTP/1.1" 200 93 "-" "python-httpx/0.28.1" 0.001678
